RecordID,Timestamp,Hostname,EventID,Provider,Level,Account,SourceIP,Process,CommandLine,FilePath,SHA256,Message,Mitre_Tactic,Mitre_Technique,Mitre_Technique_ID,Notes
276,2025-07-01 12:27:29,WIN-HOST-040,3,Microsoft-Windows-Sysmon,Information,SYSTEM,18.178.16.45,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\8a86dc78.tmp,a05ff161096a9250390783a31047a1d6f316ecdc0ac865a5bfa7dff160049128,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
277,2025-09-12 00:18:05,WIN-HOST-009,7045,Microsoft-Windows-Security-Auditing,Information,alice,73.126.198.209,C:\Windows\System32\sc.exe,"""C:\Windows\System32\svchost.exe"" -arg2 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\0d639d43.tmp,928c947bf603fbcddd707bf02adea7c3e1cfe68b3f2ed02fea170ddee20b9c38,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
278,2025-07-17 13:50:44,WIN-HOST-054,11,Microsoft-Windows-Sysmon,Error,john.doe,96.163.153.212,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\d4257ef0.tmp,47d2b9d761ad46d09f54f3d9ffe2ec23135ca896337ebd5aa8dc4d3e937e32c5,File created.,Initial Access,Exploit Public-Facing Application,T1190,
279,2025-06-24 22:50:57,WIN-HOST-070,1,Microsoft-Windows-Sysmon,Information,Guest,30.94.190.84,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg4 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\8b989fd1.tmp,ae239f0ebb58b0746c775c0a71067bf7ec43a174a8c88979ce1d644f56c96041,Process Create.,Collection,Input Capture,T1056,
280,2025-09-05 11:58:01,WIN-HOST-029,4663,Microsoft-Windows-Security-Auditing,Information,SYSTEM,250.126.93.148,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\a9d041d6.tmp,70c84680f3e56f97295631503460e4df75b7db6ea136bee0cbc24adb034e001a,An attempt was made to access an object.,Discovery,System Network Connections Discovery,T1049,
281,2025-07-27 00:03:27,WIN-HOST-055,3,Microsoft-Windows-Sysmon,Information,bob,210.199.191.251,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\0db6ec9a.tmp,e67a5d47a6d73ba3d63f391951ea995a17e632276430cc5df469f83858e1b1de,Network Connection detected.,Persistence,Service Registry Permissions Weakness,T1547.001,
282,2025-09-02 19:14:53,WIN-HOST-036,5156,Microsoft-Windows-Security-Auditing,Information,svc_backup,169.2.183.63,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\de0e95a8.tmp,d32a17e1c86a16151e2f8f93bc0b86712b1483302b4d020ed11b207fbe9f91b5,Windows Filtering Platform has permitted a connection.,Exfiltration,Exfiltration Over C2 Channel,T1041,
283,2025-08-28 20:30:08,WIN-HOST-009,7045,Service Control Manager,Information,Administrator,223.73.80.55,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\ddf3a2fd.tmp,53f2461fb0b2916d8872f3c07e36da4b15f41925c692aba680e0774901675307,A service was installed in the system.,Persistence,Service Registry Permissions Weakness,T1547.001,
284,2025-08-09 19:21:39,WIN-HOST-057,5145,Microsoft-Windows-Security-Auditing,Information,svc_backup,14.115.29.215,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg3 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\94402c67.tmp,ef4959fd90fd11d6520f6798d5710561a5a63972f05284ddeb34146cdb76a803,Access to ADMIN$ share or C$ share.,Lateral Movement,Windows Admin Shares,T1021.002,Possible lateral movement using admin shares.
285,2025-06-30 15:47:14,WIN-HOST-074,7045,Service Control Manager,Information,john.doe,60.165.190.41,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\71ba0dd4.tmp,73569a30a2db3fc7c66af85bda3dd099b531bf185ebce1df19291344f92299a4,A service was installed in the system.,Privilege Escalation,Valid Accounts,T1078,
286,2025-07-29 06:06:15,WIN-HOST-029,1,Microsoft-Windows-Sysmon,Information,svc_sql,70.112.124.214,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg5 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\300e0aa4.tmp,8304906d263246c2bedaf29ac451e6b34c86ff0eca3927e1d9229e8070f31a47,Process Create.,Collection,Input Capture,T1056,
287,2025-07-08 11:32:19,WIN-HOST-023,8,Microsoft-Windows-Sysmon,Information,IIS_APPPOOL\DefaultAppPool,142.76.58.181,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\cffd69d7.tmp,b2338df2a600cc7ea3f74b5e6f5bfe59bb5ff6707eeec219670b30909a631a7b,CreateRemoteThread detected.,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
288,2025-07-14 16:21:56,WIN-HOST-049,5156,Microsoft-Windows-Sysmon,Information,bob,178.65.68.130,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\c9a8decb.tmp,69f723e32dfa6455b814416ee02179099390af0a5b91636395113c0e412a960b,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
289,2025-08-31 00:14:17,WIN-HOST-069,5145,Microsoft-Windows-Security-Auditing,Information,alice,217.110.104.79,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg6 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\e8847e73.tmp,b93eddd1647f4f42248b1d4d86bad75357a16ca0d31877c5ae16b6c261889707,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
290,2025-07-01 15:06:45,WIN-HOST-060,1,Microsoft-Windows-Security-Auditing,Information,SYSTEM,135.173.139.38,C:\Windows\System32\rundll32.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg2 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\bee88118.tmp,d09d7e2b7573a74620bb06fbe987f92ff9f1deb00a221d55064663ca68edd5df,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
291,2025-08-16 19:08:19,WIN-HOST-011,7045,Service Control Manager,Information,alice,48.195.103.86,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\ae5f3c39.tmp,7960ba6fa0441170955ae1048ea108d38107bd96cb153b98a9412e4165f99ec7,A service was installed in the system.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
292,2025-07-21 03:01:34,WIN-HOST-078,1,Microsoft-Windows-Sysmon,Information,SYSTEM,143.16.211.62,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\96d0b841.tmp,b495514191a5c991a8eef3ebff4da8f636e86ddba9eae7bfdde04fd1232c9491,Process Create.,Lateral Movement,Remote Services,T1021,
293,2025-06-21 19:10:03,WIN-HOST-043,7,Microsoft-Windows-Sysmon,Warning,svc_updater,189.209.81.176,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg4 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\0f018d1e.tmp,c0aa19327576d981a7fff25f94302d0dc6315fb1b2052159462ed91cfb1d5ad8,Image loaded (DLL).,Impact,System Shutdown/Reboot,T1529,
294,2025-08-25 07:25:26,WIN-HOST-078,8,Microsoft-Windows-Sysmon,Information,svc_backup,234.69.186.65,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\1aec5d62.tmp,c8b0dda897413d92946d75d6bd8bef8e7915a26ff070e2c8fc173d647e74445c,CreateRemoteThread detected.,Collection,Input Capture,T1056,
295,2025-08-21 09:07:53,WIN-HOST-049,11,Microsoft-Windows-Sysmon,Error,alice,166.18.154.28,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg3 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\d3583852.tmp,cf2b51f91a9f03fdaf9f4d98fd26c0d48f5c40a06b244cfb467f6a8a4a5c7647,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
296,2025-07-30 01:45:29,WIN-HOST-064,4698,Microsoft-Windows-Security-Auditing,Information,alice,184.240.24.142,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg3 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\52948bd1.tmp,7542d52d9edb2e8070a1862c1a751fb037c7ef9f022a3a358e3f1d1a99052df1,Scheduled task created or executed.,Execution,Scheduled Task/Job,T1053.005,Persistence via scheduled task.
297,2025-08-18 11:32:45,WIN-HOST-053,3001,Microsoft-Windows-InternetExplorer,Information,SYSTEM,189.194.183.75,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg3 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\7195d44e.tmp,5dfc9c32cdbfe09c588fff8947b6d2be004fed0f1e2ca2d50cbbab117ae90f73,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
298,2025-07-23 03:48:51,WIN-HOST-075,4663,Microsoft-Windows-Security-Auditing,Information,svc_sql,39.4.111.37,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\91ff91e3.tmp,13fbaf082cca5e215a09072b731754b3ec758aa0e0d9928b3dc40e1f6a1ebe4d,An attempt was made to access an object.,Defense Evasion,Timestomping,T1099,
299,2025-07-24 13:00:05,WIN-HOST-032,5145,Microsoft-Windows-Security-Auditing,Information,alice,175.82.27.148,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\8cb2c00a.tmp,573f6d1d36d49b98c5cb90052e14f386cca6681434508a23a1a1efe2866fac40,A network share object was checked to see whether client can be granted desired access.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
300,2025-07-17 13:27:02,WIN-HOST-063,3,Microsoft-Windows-Sysmon,Information,alice,90.40.55.178,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\alice\AppData\Local\Temp\4fe77af9.tmp,77d1547f0dbf55341250e619208aa3191f930e908966e8c1df8bc0a2eeb2c47b,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
301,2025-08-01 10:50:51,WIN-HOST-024,4688,Microsoft-Windows-Security-Auditing,Information,bob,134.33.56.173,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg1 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\a9ab875d.tmp,46892d9e5e490ad9babdbdbd490f340ab7a2b2a5fc3f2d7316fe2d276cd19cce,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
302,2025-07-05 15:40:07,WIN-HOST-001,4624,Microsoft-Windows-Security-Auditing,Information,svc_sql,59.63.56.0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\98171f87.tmp,99a7aaa0a2cace7276f03682f18b50602b1f9829cff527e9f774ccb1be422797,An account was successfully logged on.,Impact,Service Stop,T1489,
303,2025-08-27 15:03:12,WIN-HOST-065,1102,Microsoft-Windows-Security-Auditing,Information,alice,233.170.20.75,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\bd7a74bb.tmp,40db68a3c717b33a638ec359a077be5df997fb5123120aed5f0551d054d2fdbb,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
304,2025-07-28 04:33:44,WIN-HOST-071,4624,Microsoft-Windows-Security-Auditing,Information,svc_sql,184.225.159.86,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg3 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\b2d38615.tmp,5537f24a9ac412455e042d024d81c1d424a09bd485910a51e643e902c9a9dc6b,An account was successfully logged on.,Collection,Input Capture,T1056,
305,2025-07-31 02:27:32,WIN-HOST-056,5145,Microsoft-Windows-Security-Auditing,Information,Guest,235.5.63.196,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\870cd970.tmp,55c88e179d90ffca8e47729a53d1bae3bec668208cd3f3f1f5dcd9c3ef753e34,Access to ADMIN$ share or C$ share.,Lateral Movement,Windows Admin Shares,T1021.002,Possible lateral movement using admin shares.
306,2025-08-30 05:28:23,WIN-HOST-080,7045,Service Control Manager,Information,bob,208.177.227.235,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\03ffa233.tmp,4d148fa4d1766dbd3e45be54be24c156a6bc7089279ac8994b49ba04ceeab8ab,A service was installed in the system.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
307,2025-08-12 15:26:02,WIN-HOST-052,11,Microsoft-Windows-Security-Auditing,Warning,alice,57.209.199.255,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\4ebacb93.tmp,e536da1056e41bba2ded6f5971eea97469f24cf8e92e6220102dd937e36e0a65,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
308,2025-07-16 18:20:36,WIN-HOST-005,7,Microsoft-Windows-Sysmon,Warning,Administrator,97.23.114.112,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\bf47d956.tmp,08c73261502531ed9193ed74a17258015289e67a6259e241d5ee3ec2d99cf4eb,Image loaded (DLL).,Collection,Input Capture,T1056,
309,2025-07-18 00:58:35,WIN-HOST-002,5156,Microsoft-Windows-Security-Auditing,Information,Guest,200.204.226.194,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\329b8e2d.tmp,b3d24288950e19fdab47352afd09a9edbaa6e3b6845b626e5c7aaa655c1e770b,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
310,2025-08-28 08:04:11,WIN-HOST-073,7045,Service Control Manager,Information,alice,236.243.32.83,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg5 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\43f5eb8f.tmp,29b343a7a0f363a39e95b3bba4abfc14b8d5e8502e15e291e48afa67d28a81d4,A service was installed in the system.,Privilege Escalation,Valid Accounts,T1078,
311,2025-07-15 23:12:05,WIN-HOST-005,4627,Microsoft-Windows-Security-Auditing,Information,Guest,210.38.168.179,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\5fdbb9eb.tmp,d8558c794bc79a2beb20ee8cb35ea4b13cbcabdd6f8ac37b6060cf41bd34accf,Group membership information.,Credential Access,Input Capture: Keylogging,T1056.001,
312,2025-09-02 02:10:14,WIN-HOST-073,4688,Microsoft-Windows-Eventlog,Warning,svc_backup,138.98.76.189,C:\Windows\System32\rundll32.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\c6e31e57.tmp,1485ca20997d4922a49958e0cf13d8bbbe8cb5bfd57aaa99bb1443bf9f1a012f,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
313,2025-07-12 22:29:50,WIN-HOST-011,3,Microsoft-Windows-Sysmon,Error,bob,13.191.12.175,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\a51b7572.tmp,2ff71adf3883637348651b25772dfc757b732fa277235236d79381ff3963ac41,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
314,2025-07-21 02:33:42,WIN-HOST-079,5156,Microsoft-Windows-Security-Auditing,Information,krbtgt,83.141.107.140,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\f7efbfd2.tmp,9fcfa181d285d39834b2ee734dd6a087a5f9092be2fb945c8c16ea88e82d7c69,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
315,2025-08-05 02:50:57,WIN-HOST-063,7045,Microsoft-Windows-Sysmon,Error,svc_backup,96.27.251.203,C:\Windows\System32\sc.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\714ccdc1.tmp,27a0e354fdfd3b5359ecd0938a2895c8454e7d16ec8764343cc6bd7a880de371,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
316,2025-07-15 17:13:48,WIN-HOST-049,4627,Microsoft-Windows-Security-Auditing,Information,Administrator,204.77.88.25,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg1 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\6d32bcc7.tmp,b1d72e5cfc13dca1623ac7a874ac54a0a9121e2353b24646529007a74cf065c2,Group membership information.,Impact,Service Stop,T1489,
317,2025-08-22 20:17:13,WIN-HOST-020,4625,Microsoft-Windows-Security-Auditing,Warning,svc_sql,189.90.12.158,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg3 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\55435f07.tmp,b32794a9ad95f943d87e383bd64a8f07f029f03af0666ba0b9c81c832760ba6d,An account failed to log on.,Defense Evasion,Timestomping,T1099,
318,2025-09-08 23:26:56,WIN-HOST-001,4625,Microsoft-Windows-Security-Auditing,Warning,svc_updater,69.15.105.238,C:\Windows\System32\mpssvc.dll,"C:\Windows\System32\mpssvc.dll -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\svc_updater\AppData\Local\Temp\ef38c48c.tmp,9a19be1fefb144ef25abe6188e6d02278bb01b62a70fd1589b00e332e5733ee4,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
319,2025-08-07 00:27:07,WIN-HOST-058,4688,Microsoft-Windows-Security-Auditing,Information,bob,131.47.82.196,C:\Program Files\Git\bin\bash.exe,"C:\Program Files\Git\bin\bash.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\bob\AppData\Local\Temp\ac8c48da.tmp,7c72d0cd5159be67bbd5aa7878cd0a655ec591d13fb60eb24d9d20eb2ecbbff9,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
320,2025-08-14 12:01:37,WIN-HOST-071,3001,Microsoft-Windows-InternetExplorer,Warning,Administrator,221.28.162.103,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg3 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\b3467d48.tmp,ec88a678cac3dec339c6359b7597657a0f15e9cf1a6e1dad7949371972abbdc9,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
321,2025-08-11 05:04:07,WIN-HOST-011,5145,Microsoft-Windows-Security-Auditing,Information,bob,97.119.167.113,C:\Program Files\Mozilla Firefox\firefox.exe,"C:\Program Files\Mozilla Firefox\firefox.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\bob\AppData\Local\Temp\952dceb5.tmp,6a062137c6e16db05cb86cf7c939d707dd477d156a78adedd6b9e58a37689d0d,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
322,2025-08-22 19:16:26,WIN-HOST-064,1102,Microsoft-Windows-Eventlog,Warning,Guest,42.206.26.169,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg4 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\bb42528e.tmp,4c91bc1056e442f70089f61230517a51e497f5bc4184feed8488cdcb60ebb708,The audit log was cleared.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
